Name,Location,AvgPrice,Currency,Cuisine,MICHELINStars
Fleur de Pavé,Paris,110,EUR,"Creative, Modern Cuisine",1
Auberge de Montfleury,Villeneuve-de-Berg,98,EUR,Modern Cuisine,1
Pierre Reboul,Aix-en-Provence,159,EUR,Creative,1
La Bonne Étape,Château-Arnoux,135,EUR,Provençal,1
Le George,Paris,135,EUR,Italian,1
Alliance,Paris,195,EUR,Modern Cuisine,1
Nomicos,Paris,162,EUR,Modern Cuisine,1
Roscanvec,Vannes,110,EUR,Modern Cuisine,1
Château d'Adoménil,Lunéville,160,EUR,Traditional Cuisine,1
Table - Bruno Verjus,Paris,400,EUR,Modern Cuisine,1
Aspic,Paris,95,EUR,Modern Cuisine,1
L'Aquarelle,Breuillet,130,EUR,Creative,1
Les Trois Soleils de Montal,Saint-Céré,98,EUR,Modern Cuisine,1
Auberge Le Prieuré,Moirax,89,EUR,Creative,1
La Source,Saint-Galmier,90,EUR,Modern Cuisine,1
Récif - Les Roches Rouges,Saint-Raphaël,152,EUR,Provençal,1
Le Pousse-Pied,La Tranche-sur-Mer,75,EUR,Seafood,1
Roza,Nantes,75,EUR,"Modern Cuisine, Creative",1
Origines,Le Broc,130,EUR,Modern Cuisine,1
Les Clefs d'Argent,Mont-de-Marsan,88,EUR,Creative,1
La Promenade,Le Petit-Pressigny,125,EUR,Modern Cuisine,1
Le Jules Verne,Paris,245,EUR,Modern Cuisine,1
Lamartine,Le Bourget-du-Lac,120,EUR,Modern Cuisine,1
Auguste,Paris,120,EUR,Modern Cuisine,1
Apicius,Clermont-Ferrand,145,EUR,Creative,1
Le Lièvre Gourmand,Orléans,88,EUR,"Fusion, Creative",1
Château de Massillan,Uchaux,115,EUR,Modern Cuisine,1
La Signoria,Calvi,195,EUR,Modern Cuisine,1
L'Aparté,Montrabé,105,EUR,Modern Cuisine,1
Numéro 3,Le Tremblay-sur-Mauldre,70,EUR,Modern Cuisine,1
Frédéric Doucet,Charolles,130,EUR,Modern Cuisine,1
1131 - Abbaye de la Bussière,La Bussière-sur-Ouche,135,EUR,Modern Cuisine,1
L'Allée des Vignes,Cajarc,107,EUR,Creative,1
ERH,Paris,140,EUR,Modern Cuisine,1
La Vieille Tour,Cellettes,79,EUR,"Modern Cuisine, Creative",1
Nature,Armentières,72,EUR,Modern Cuisine,1
Lalique,Bommes,165,EUR,Modern Cuisine,1
Le Restaurant des Rois - La Réserve de Beaulieu,Beaulieu-sur-Mer,280,EUR,Modern Cuisine,1
Le Carmin,Beaune,128,EUR,Modern Cuisine,1
Moulin de Rosmadec,Pont-Aven,117,EUR,Modern Cuisine,1
L'Évidence,Montbazon,120,EUR,"Creative, Modern Cuisine",1
Ô Flaveurs,Douvaine,145,EUR,Modern Cuisine,1
Le Pressoir,Saint-Avé,110,EUR,Creative,1
Radio,Chamalières,110,EUR,Modern Cuisine,1
Claude Darroze,Langon,129,EUR,Classic Cuisine,1
La Chapelle Saint-Martin,Saint-Martin-du-Fault,234,EUR,Modern Cuisine,1
Les Foudres,Cognac,135,EUR,Modern Cuisine,1
ES,Paris,180,EUR,"Modern Cuisine, Creative",1
Le 7ème Continent,Rixheim,115,EUR,Modern Cuisine,1
Auberge des Saints Pères,Aulnay-sous-Bois,90,EUR,Creative,1
La Table du 11,Versailles,105,EUR,Modern Cuisine,1
Frédéric Simonin,Paris,162,EUR,Modern Cuisine,1
Auberge de la Mine,La Ferrière-aux-Étangs,81,EUR,Modern Cuisine,1
Auberge à la Bonne Idée,Saint-Jean-aux-Bois,162,EUR,Modern Cuisine,1
Alchémille,Kaysersberg,140,EUR,"Modern Cuisine, Creative",1
Le Art,Aix-en-Provence,185,EUR,Modern Cuisine,1
Le Farçon,Courchevel,95,EUR,Modern Cuisine,1
Quai des Saveurs,Hagondange,125,EUR,Modern Cuisine,1
Le Fantin Latour - Stéphane Froidevaux,Grenoble,120,EUR,Creative,1
Maximilien,Zellenberg,120,EUR,Modern Cuisine,1
Le Chiquito,Méry-sur-Oise,107,EUR,Classic Cuisine,1
Manoir de Lan-Kerellec,Trébeurden,120,EUR,"Seafood, Modern Cuisine",1
La Licorne Royale,Lyons-la-Forêt,189,EUR,Modern Cuisine,1
Auberge Pom'Poire,Azay-le-Rideau,98,EUR,Modern Cuisine,1
Ambroisie,Saint-Didier-de-la-Tour,140,EUR,Modern Cuisine,1
Auberge du Pont d'Acigné,Noyal-sur-Vilaine,115,EUR,Modern Cuisine,1
Le St-Placide,Saint-Malo,120,EUR,Creative,1
Les Hautes Roches,Rochecorbon,135,EUR,"Classic Cuisine, Modern Cuisine",1
Le Clocher des Pères,Saint-Martin-sur-la-Chambre,90,EUR,Creative,1
La Galinette,Perpignan,65,EUR,Creative,1
Neige d'Été,Paris,110,EUR,Modern Cuisine,1
Pure & V,Nice,120,EUR,Modern Cuisine,1
La Chassagnette,Le Sambuc,115,EUR,Creative,1
Virtus,Paris,165,EUR,Modern Cuisine,1
Auberge Frankenbourg,La Vancelle,100,EUR,Modern Cuisine,1
Louroc - Hôtel du Cap-Eden-Roc,Antibes,240,EUR,Modern Cuisine,1
La Vieille Tour,Plérin,90,EUR,Modern Cuisine,1
La Madeleine,Sens,136,EUR,Modern Cuisine,1
Faventia,Tourrettes,190,EUR,Modern Cuisine,1
La Passagère - Hôtel Belles Rives,Juan-les-Pins,185,EUR,Creative,1
Le Pourquoi Pas - Hôtel Castelbrac,Dinard,110,EUR,Modern Cuisine,1
La Table d'à Côté,Ardon,104,EUR,"Modern Cuisine, Creative",1
La Cachette,Valence,130,EUR,Creative,1
Relais Louis XIII,Paris,160,EUR,Classic Cuisine,1
Les Tables de Gaspard,Saint-Crépin,77,EUR,"Modern Cuisine, Market Cuisine",1
Le Saint-Martin,Vence,130,EUR,"Modern Cuisine, Mediterranean Cuisine",1
Akrame,Paris,180,EUR,Creative,1
Léa Linster,Frisange,165,EUR,Modern French,1
Mosconi,Luxembourg,150,EUR,Italian,1
La Distillerie,Bourglinster,145,EUR,Creative,1
La Cristallerie,Luxembourg,178,EUR,Modern French,1
Fani,Roeser,180,EUR,Italian,1
Clairefontaine,Luxembourg,105,EUR,Creative French,1
Guillou Campagne,Schouweiler,100,EUR,Classic French,1
Les Jardins d'Anaïs,Luxembourg,159,EUR,Modern French,1
Le Comptoir de Marie,Mons,75,EUR,Spanish,1
The Butcher's son,Antwerpen,94,EUR,"Traditional Cuisine, Meats and Grills",1
't Fornuis,Antwerpen,150,EUR,Classic Cuisine,1
San Daniele,Ganshoren,140,EUR,Italian,1
Libertine,Erpe,175,EUR,"French, Seasonal Cuisine",1
L'Envie,Sint-Denijs,105,EUR,Modern French,1
"Cuines,33",Knokke,125,EUR,Creative,1
Aux petits oignons,Jodoigne,88,EUR,Modern Cuisine,1
Zet'Joe by Geert Van Hecke,Brugge,147,EUR,Creative French,1
't Korennaer,Nieuwkerken-Waas,125,EUR,Modern Cuisine,1
Benoit en Bernard Dewitte,Ouwegem,117,EUR,Modern French,1
Philippe Fauchet,Saint-Georges-sur-Meuse,135,EUR,Creative,1
l'Essentiel,Temploux,94,EUR,Creative French,1
Bistrot du Nord,Antwerpen,145,EUR,Traditional Cuisine,1
Alain Bianchin,Overijse,160,EUR,"Modern French, Creative French",1
EED,Leuven,115,EUR,Modern Cuisine,1
Hostellerie Le Prieuré Saint-Géry,Solre-Saint-Géry,130,EUR,Creative,1
Hofke van Bazel,Bazel,124,EUR,"Market Cuisine, Seasonal Cuisine",1
La Canne en Ville,Ixelles,163,EUR,Market Cuisine,1
Vol-Ver,Marke,95,EUR,Traditional Cuisine,1
Sir Kwinten,Sint-Kwintens-Lennik,115,EUR,Modern Cuisine,1
Le Pré des Oréades,Spa,89,EUR,Classic French,1
Le Cor de Chasse,Wéris,105,EUR,Creative,1
't Overhamme,Aalst,95,EUR,Modern Cuisine,1
Michel,Groot-Bijgaarden,140,EUR,Modern French,1
Attablez-vous,Namur,105,EUR,"Creative French, Modern French",1
Eyckerhof,Bornem,110,EUR,Modern French,1
't Truffeltje,Dendermonde,100,EUR,"Modern French, Modern Cuisine",1
Kommilfoo,Antwerpen,120,EUR,Creative,1
Zur Post,Saint Vith,129,EUR,Modern Cuisine,1
De Pastorie,Lichtaart,130,EUR,Modern Cuisine,1
Sans Cravate,Brugge,129,EUR,"Creative French, Creative",1
OAK,Gent,129,EUR,"World Cuisine, Creative French",1
La Belle,Geel,145,EUR,Creative French,1
Innesto,Houthalen,125,EUR,Creative,1
Bistro Racine,Braine-le-Château,85,EUR,Modern Cuisine,1
Auberge de Herborist,Sint-Andries,140,EUR,"Market Cuisine, Creative",1
Boo Raan,Knokke,45,EUR,"Thai, Traditional Cuisine",1
Le Château de Strainchamps,Fauvillers,130,EUR,Modern French,1
Publiek,Gent,101,EUR,Modern Cuisine,1
La Ligne Rouge,Plancenoit,110,EUR,Modern French,1
Héliport Brasserie,Liège,92,EUR,Creative French,1
Da Mimmo,Woluwe-Saint-Lambert,165,EUR,Italian,1
Au Gré du Vent,Seneffe,121,EUR,Market Cuisine,1
Dôme,Antwerpen,120,EUR,Classic French,1
Couvert Couvert,Heverlee,135,EUR,"Creative, Modern Cuisine",1
Goffin,Sint-Kruis,105,EUR,Modern Cuisine,1
senzanome,Brussels,165,EUR,"Italian, Sicilian",1
Le Pristine,Antwerpen,120,EUR,Italian Contemporary,1
't Stoveke,Strombeek-Bever,92,EUR,Modern Cuisine,1
Lettres Gourmandes,Montignies-Saint-Christophe,80,EUR,"Creative French, Modern Cuisine",1
Carcasse,Sint-Idesbald,150,EUR,Meats and Grills,1
Bar Bulot,Sint-Michiels,95,EUR,"Classic Cuisine, Belgian",1
Chai Gourmand,Beuzet,135,EUR,Modern Cuisine,1
De Kristalijn,Genk,158,EUR,Modern Cuisine,1
La Plage d'Amée,Jambes,94,EUR,Modern Cuisine,1
Het Gebaar,Antwerpen,150,EUR,Creative,1
Melchior,Tienen,116,EUR,Creative French,1
Wine in the City,Jette,110,EUR,"Creative, Modern Cuisine",1
Les Pieds dans le Plat,Marenne,95,EUR,"Classic Cuisine, Modern Cuisine",1
M-Bistro,Nieuwpoort,98,EUR,Modern Cuisine,1
Hostellerie Vivendum,Dilsen,130,EUR,"Modern Cuisine, Modern French",1
Les Gourmands,Blaregnies,110,EUR,Classic Cuisine,1
Le Coq aux Champs,Soheit-Tinlot,125,EUR,Creative French,1
Colette - De Vijvers,Averbode,185,EUR,Modern French,1
Arenberg,Heverlee,134,EUR,Classic Cuisine,1
De Mijlpaal,Tongeren,122,EUR,Creative,1
De Vork van Luc Bellings,Hasselt,150,EUR,Creative,1
Philippe Meyers,Braine-l'Alleud,78,EUR,Modern French,1
Horseele,Gent,175,EUR,Creative French,1
Brasserie Julie,Sint-Martens-Bodegem,105,EUR,"Home Cooking, Creative French",1
Arabelle Meirlaen,Marchin,120,EUR,"Organic, Creative",1
Sel Gris,Knokke,150,EUR,Creative,1
Quadras,Saint Vith,95,EUR,Creative,1
Le Gastronome,Paliseul,110,EUR,"Contemporary, Market Cuisine",1
La Villa Emily,Brussels,135,EUR,Mediterranean Cuisine,1
Maison Marit,Braine-l'Alleud,120,EUR,Classic French,1
Marcus,Deerlijk,110,EUR,Creative,1
Kamo,Ixelles,120,EUR,"Japanese, Sushi",1
La Truffe Noire,Brussels,225,EUR,Italian,1
L.E.S.S.,Brugge,120,EUR,Asian Influences,1
Hostellerie Gilain,Sorinnes,126,EUR,Modern French,1
Ogst,Hasselt,95,EUR,Modern French,1
Hof Ter Hulst,Hulshout,120,EUR,Classic Cuisine,1
Souvenir,Gent,119,EUR,"Creative, Organic",1
EssenCiel,Leuven,125,EUR,French Contemporary,1
L'impératif,Roucourt,110,EUR,Seafood,1
Le Pigeon Noir,Uccle,77,EUR,"Country cooking, Classic French",1
JER,Hasselt,120,EUR,"Modern Cuisine, Contemporary",1
Altermezzo,Tongeren,235,EUR,Creative,1
Bozar Restaurant,Brussels,185,EUR,"Modern French, Creative",1
Nathan,Antwerpen,168,EUR,Modern French,1
Centpourcent,Sint-Katelijne-Waver,118,EUR,Modern Cuisine,1
FRANQ,Antwerpen,152,EUR,Modern Cuisine,1
La Villa in the Sky,Brussels,210,EUR,"Creative, Organic",1
De Zuidkant,Damme,93,EUR,Modern Cuisine,1
Kelderman,Aalst,208,EUR,"Traditional Cuisine, Seafood",1
Magis,Tongeren,99,EUR,Modern Cuisine,1
Den Gouden Harynck,Brugge,160,EUR,"Creative, Modern French",1
Kinoshita,São Paulo,383,BRL,Japanese,1
Evvai,São Paulo,389,BRL,Modern Cuisine,1
Mee,Rio de Janeiro,520,BRL,Asian Influences,1
Cipriani,Rio de Janeiro,440,BRL,Italian,1
Maní,São Paulo,470,BRL,Creative,1
Jun Sakamoto,São Paulo,395,BRL,Japanese,1
Huto,São Paulo,315,BRL,Japanese,1
Kan Suke,São Paulo,340,BRL,Japanese,1
Picchi,São Paulo,460,BRL,Italian,1
Lasai,Rio de Janeiro,385,BRL,Modern Cuisine,1
Bottiglieria 1881,Cracow,360,PLN,Creative,1
